unique_id,sleepdiary_dreamcontent
28047S,'I was walking around a walmart-esque with some friends. Then someone opens fire so we  try to run and get help. While trying to escape the store begins to morph into Art Gallery and I begin to forget about what I was running from.'
13166L,'I was walking around and saying goodbye to some friends.'
6744L,'I was walking around Boston with my friends from college.'
15016L,'I was walking around in a crowded area and there were people I know but they did not recognize me. I also dreamed that it was the end of thr semester and I realized there were three classes I forgot to attend.'
11416S,'I was walking around the empty streets of our city trying to figure out how to get home without walking'
2171L,'I was walking around the hospital'
24209L,'I was walking by a road with buildings on either side and on the road a group of young men were playing a cricket match with a soft ball.'
20964S,"'I was walking down a hallway with a group of people. They were doing an inspection or tour or something. We passed a room where something traumatic had happened for me and another woman on our tour and she went in as the rest of the group went ahead. She came back out and I touched her arm and said are you okay? I almost didn't go in but I got curious and looked in. The room was tiny, not much room around the bed that was in it. I remembered being in there with a captor or hostage and several other people. I went out and said it's so much smaller than I remember.     Other dream: I was looking at a company's website and saw that I was listed as their lead design researcher. It was a new company I had just interviewed for. I knew that they listed me mostly for show/name, so that they could look more established than they were. I told someone that I didn't know what the company wanted me to do. But that this was kind of my dream job and I needed to try to hang onto it.'"
13839S,"'I was walking down a road with an umbrella, with my husband, and trying to avoid other people.'"
15437S,'I was walking down a street and had to figure out a different way to get to where I wanted to go'
22326S,"'I was walking from the living room toward the kitchen, and found plant matter all over the floor: a big bundle of stems, and some leaves that looked like swiss chard. I must have dropped it last night when I was crossing the room with dinner ingredients the night before, but how could I have failed to notice? I thought to myself (and this is the only aspect of the dream that was accurate, apart from the general floorplan of the house): ""It looks like I was on a drunken bender, but the only thing I drank last night was a tiny glass of sake!""     In the kitchen, I found all kinds of fish in bags that I had left on the kitchen counter. Some was already starting to stink, but the sealed bags helped. Some of the fish I had gotten out the night before and had apparently forgotten about, but it would already be no good to cook with. Some I had bought a few days ago and forgotten to put in the fridge.     I started trying to figure out which fish I might compost responsibly using the bokashi method. The fish that had been left out longest was probably too far gone, and I didn't even want to open the packages because the smell would be too bad, so regretfully I threw those in the garbage. But the fresher fish I thought might do well in the bokashi bin.     I went to the garage, but I found that my container of bokashi bran had been opened and overturned, and the bran was all over the floor. Then I noticed a hole chewed through the floor right next to the bokashi bin. A raccoon must smelled the bran and found no other way into the garage, so had chewed through the floor to get at it! (In the dream I took for granted that there was another level of the garage below the one on the ground floor.)     It was dark in here, so I tried to turn on the light to better inspect the damage, but the switch wasn't working. I tried the one in the laundry room and that didn't work either. I was getting really worried now, because whatever the raccoon had done had apparently disrupted the electrical system, a potential fire hazard. I hated the fact that I would have to call the property management company, but there was no way to fix this myself.'"
